unique_id,person_id,video_id,start_t,end_t,action
5.2,05,2,0:4:34,0:5:10,"peel_cucumber_core
"
5.2,05,2,0:5:10,0:5:12,"peel_cucumber_post
"
5.2,05,2,0:5:12,0:5:13,"cut_cucumber_prep
"
5.2,05,2,0:5:13,0:5:37,"cut_cucumber_core
"
5.2,05,2,0:5:37,0:5:37,"cut_cucumber_post
"
5.2,05,2,0:5:37,0:5:40,"place_cucumber_into_bowl_prep
"
5.2,05,2,0:5:40,0:5:42,"place_cucumber_into_bowl_core
"
5.2,05,2,0:5:42,0:5:44,"place_cucumber_into_bowl_post
"
5.2,05,2,0:5:44,0:5:45,"mix_ingredients_prep
"
5.2,05,2,0:5:45,0:5:57,"mix_ingredients_core
"
5.2,05,2,0:5:57,0:5:59,"mix_ingredients_post
"
5.2,05,2,0:5:59,0:6:1,"add_dressing_prep
"
5.2,05,2,0:5:59,0:6:6,"serve_salad
"
5.2,05,2,0:6:1,0:6:5,"add_dressing_core
"
5.2,05,2,0:6:5,0:6:6,"add_dressing_post
"
5.2,05,2,0:6:6,0:6:7,"mix_ingredients_prep
"
5.2,05,2,0:6:6,0:6:17,"cut_and_mix_ingredients
"
5.2,05,2,0:6:7,0:6:15,"mix_ingredients_core
"
5.2,05,2,0:6:15,0:6:17,"mix_ingredients_post
"
5.2,05,2,0:6:18,0:6:22,"serve_salad_onto_plate_prep
"
5.2,05,2,0:6:18,0:6:35,"serve_salad
"
5.2,05,2,0:6:22,0:6:30,"serve_salad_onto_plate_core
"
5.2,05,2,0:6:30,0:6:35,"serve_salad_onto_plate_post
"
1.2,01,2,0:0:51,0:2:6,"prepare_dressing
"
1.2,01,2,0:1:1,0:1:7,"add_salt_prep
"
1.2,01,2,0:1:7,0:1:13,"add_salt_core
"
1.2,01,2,0:1:13,0:1:15,"add_salt_post
"
1.2,01,2,0:1:17,0:1:18,"add_pepper_prep
"
1.2,01,2,0:1:18,0:1:24,"add_pepper_core
"
1.2,01,2,0:1:24,0:1:26,"add_pepper_post
"
1.2,01,2,0:1:27,0:1:29,"add_vinegar_prep
"
1.2,01,2,0:1:29,0:1:37,"add_vinegar_core
"
1.2,01,2,0:1:37,0:1:41,"add_vinegar_post
"
1.2,01,2,0:1:42,0:1:48,"add_oil_prep
"
1.2,01,2,0:1:48,0:1:52,"add_oil_core
"
1.2,01,2,0:1:52,0:1:58,"add_oil_post
"
1.2,01,2,0:1:58,0:1:58,"mix_dressing_prep
"
1.2,01,2,0:1:58,0:2:5,"mix_dressing_core
"
1.2,01,2,0:2:5,0:2:6,"mix_dressing_post
"
1.2,01,2,0:2:8,0:2:27,"cut_cheese_prep
"
1.2,01,2,0:2:8,0:6:29,"cut_and_mix_ingredients
"
1.2,01,2,0:2:27,0:2:56,"cut_cheese_core
"
1.2,01,2,0:2:56,0:3:1,"cut_cheese_post
"
1.2,01,2,0:3:0,0:3:11,"cut_tomato_prep
"
1.2,01,2,0:3:11,0:3:30,"cut_tomato_core
"
1.2,01,2,0:3:30,0:3:33,"cut_tomato_post
"
1.2,01,2,0:3:35,0:3:50,"peel_cucumber_prep
"
1.2,01,2,0:3:50,0:4:4,"peel_cucumber_core
"
1.2,01,2,0:4:4,0:4:5,"peel_cucumber_post
"
1.2,01,2,0:4:5,0:4:7,"peel_cucumber_prep
"
1.2,01,2,0:4:7,0:4:40,"peel_cucumber_core
"
1.2,01,2,0:4:40,0:4:53,"peel_cucumber_post
"
1.2,01,2,0:5:0,0:5:4,"cut_cucumber_prep
"
1.2,01,2,0:5:4,0:5:33,"cut_cucumber_core
"
1.2,01,2,0:5:33,0:5:34,"cut_cucumber_post
"
1.2,01,2,0:5:34,0:5:41,"place_cucumber_into_bowl_prep
"
1.2,01,2,0:5:41,0:5:50,"place_cucumber_into_bowl_core
"
1.2,01,2,0:5:50,0:5:51,"place_cucumber_into_bowl_post
"
1.2,01,2,0:5:51,0:5:52,"place_tomato_into_bowl_prep
"
1.2,01,2,0:5:52,0:5:54,"place_tomato_into_bowl_core
"
1.2,01,2,0:5:54,0:5:55,"place_cucumber_into_bowl_core
"
1.2,01,2,0:5:55,0:5:57,"place_cucumber_into_bowl_post
"
1.2,01,2,0:5:57,0:6:12,"cut_lettuce_prep
"
1.2,01,2,0:6:12,0:6:20,"cut_lettuce_core
"
1.2,01,2,0:6:20,0:6:23,"place_lettuce_into_bowl_prep
"
1.2,01,2,0:6:23,0:6:29,"place_lettuce_into_bowl_core
"
1.2,01,2,0:6:29,0:6:35,"add_dressing_prep
"
1.2,01,2,0:6:29,0:6:43,"serve_salad
"
1.2,01,2,0:6:35,0:6:41,"add_dressing_core
"
1.2,01,2,0:6:41,0:6:43,"add_dressing_post
"
1.2,01,2,0:6:45,0:6:50,"mix_ingredients_prep
"
1.2,01,2,0:6:45,0:6:59,"cut_and_mix_ingredients
"
1.2,01,2,0:6:50,0:6:59,"mix_ingredients_core
"
1.2,01,2,0:6:59,0:7:1,"serve_salad_onto_plate_prep
"
1.2,01,2,0:6:59,0:7:19,"serve_salad
"
1.2,01,2,0:7:1,0:7:13,"serve_salad_onto_plate_core
"
1.2,01,2,0:7:13,0:7:19,"serve_salad_onto_plate_post
"
20.1,20,1,0:0:43,0:0:49,"add_pepper_prep
"
20.1,20,1,0:0:43,0:1:25,"prepare_dressing
"
20.1,20,1,0:0:49,0:0:51,"add_pepper_core
"
20.1,20,1,0:0:51,0:0:52,"add_pepper_post
"
20.1,20,1,0:0:53,0:0:55,"add_salt_prep
"
20.1,20,1,0:0:55,0:0:56,"add_salt_core
"
20.1,20,1,0:0:56,0:0:58,"add_salt_post
"
20.1,20,1,0:0:58,0:1:1,"add_vinegar_prep
"
20.1,20,1,0:1:1,0:1:3,"add_vinegar_core
"
20.1,20,1,0:1:3,0:1:6,"add_vinegar_post
"
20.1,20,1,0:1:7,0:1:8,"add_oil_prep
"
20.1,20,1,0:1:8,0:1:11,"add_oil_core
"
20.1,20,1,0:1:11,0:1:17,"add_oil_post
"
20.1,20,1,0:1:19,0:1:19,"mix_dressing_prep
"
20.1,20,1,0:1:19,0:1:23,"mix_dressing_core
"
20.1,20,1,0:1:23,0:1:25,"mix_dressing_post
"
20.1,20,1,0:1:27,0:1:32,"cut_tomato_prep
"
20.1,20,1,0:1:27,0:4:2,"cut_and_mix_ingredients
"
20.1,20,1,0:1:32,0:1:49,"cut_tomato_core
"
20.1,20,1,0:1:49,0:1:54,"cut_tomato_post
"
20.1,20,1,0:1:54,0:1:56,"place_tomato_into_bowl_prep
"
20.1,20,1,0:1:56,0:1:56,"place_tomato_into_bowl_core
"
20.1,20,1,0:1:56,0:1:58,"place_tomato_into_bowl_post
"
20.1,20,1,0:1:59,0:2:8,"cut_cheese_prep
"
20.1,20,1,0:2:8,0:2:14,"cut_cheese_core
"
20.1,20,1,0:2:14,0:2:17,"cut_cheese_post
"
20.1,20,1,0:2:17,0:2:19,"place_cheese_into_bowl_prep
"
20.1,20,1,0:2:19,0:2:19,"place_cheese_into_bowl_core
"
20.1,20,1,0:2:19,0:2:20,"place_cheese_into_bowl_post
"
20.1,20,1,0:2:24,0:2:30,"peel_cucumber_prep
"
20.1,20,1,0:2:30,0:3:10,"peel_cucumber_core
"
20.1,20,1,0:3:10,0:3:13,"peel_cucumber_post
"
20.1,20,1,0:3:13,0:3:21,"cut_cucumber_core
"
20.1,20,1,0:3:21,0:3:25,"cut_cucumber_post
"
20.1,20,1,0:3:25,0:3:26,"place_cucumber_into_bowl_prep
"
20.1,20,1,0:3:26,0:3:28,"place_cucumber_into_bowl_core
"
20.1,20,1,0:3:28,0:3:30,"place_cucumber_into_bowl_post
"
20.1,20,1,0:3:32,0:3:38,"cut_lettuce_prep
"
20.1,20,1,0:3:38,0:3:44,"cut_lettuce_core
"
20.1,20,1,0:3:44,0:3:45,"cut_lettuce_post
"
20.1,20,1,0:3:45,0:3:47,"place_lettuce_into_bowl_prep
"
20.1,20,1,0:3:47,0:3:49,"place_lettuce_into_bowl_core
"
20.1,20,1,0:3:49,0:3:52,"place_lettuce_into_bowl_post
"
20.1,20,1,0:3:54,0:3:55,"mix_ingredients_prep
"
20.1,20,1,0:3:55,0:4:2,"mix_ingredients_core
"
20.1,20,1,0:4:2,0:4:2,"mix_ingredients_post
"
20.1,20,1,0:4:8,0:4:13,"serve_salad_onto_plate_prep
"
20.1,20,1,0:4:8,0:4:39,"serve_salad
"
20.1,20,1,0:4:13,0:4:19,"serve_salad_onto_plate_core
"
20.1,20,1,0:4:19,0:4:21,"serve_salad_onto_plate_post
"
20.1,20,1,0:4:22,0:4:24,"add_dressing_prep
"
20.1,20,1,0:4:24,0:4:30,"add_dressing_core
"
20.1,20,1,0:4:30,0:4:39,"add_dressing_post
"
17.1,17,1,0:0:52,0:1:1,"add_oil_prep
"
17.1,17,1,0:0:52,0:2:18,"prepare_dressing
"
17.1,17,1,0:1:1,0:1:5,"add_oil_core
"
17.1,17,1,0:1:5,0:1:14,"add_oil_post
"
17.1,17,1,0:1:14,0:1:16,"add_pepper_prep
"
17.1,17,1,0:1:16,0:1:21,"add_pepper_core
"
17.1,17,1,0:1:21,0:1:23,"add_pepper_post
"
17.1,17,1,0:1:23,0:1:25,"add_salt_prep
"
17.1,17,1,0:1:25,0:1:31,"add_salt_core
"
17.1,17,1,0:1:31,0:1:33,"add_salt_post
"
17.1,17,1,0:1:34,0:1:37,"add_vinegar_prep
"
17.1,17,1,0:1:37,0:1:41,"add_vinegar_core
"
17.1,17,1,0:1:41,0:1:53,"add_vinegar_post
"
17.1,17,1,0:1:54,0:1:55,"mix_dressing_prep
"
17.1,17,1,0:1:55,0:2:5,"mix_dressing_core
"
17.1,17,1,0:2:5,0:2:18,"mix_dressing_post
"
17.1,17,1,0:2:18,0:2:31,"cut_lettuce_prep
"
17.1,17,1,0:2:18,0:5:31,"cut_and_mix_ingredients
"
17.1,17,1,0:2:31,0:2:36,"cut_lettuce_core
"
17.1,17,1,0:2:36,0:2:37,"cut_lettuce_post
"
17.1,17,1,0:2:38,0:2:40,"place_lettuce_into_bowl_prep
"
17.1,17,1,0:2:40,0:2:45,"place_lettuce_into_bowl_core
"
17.1,17,1,0:2:45,0:2:48,"cut_lettuce_post
"
17.1,17,1,0:2:51,0:3:5,"cut_cheese_prep
"
17.1,17,1,0:3:5,0:3:14,"cut_cheese_core
"
17.1,17,1,0:3:14,0:3:15,"cut_cheese_post
"
17.1,17,1,0:3:15,0:3:17,"place_cheese_into_bowl_prep
"
17.1,17,1,0:3:17,0:3:18,"place_cheese_into_bowl_core
"
17.1,17,1,0:3:18,0:3:20,"place_cheese_into_bowl_post
"
17.1,17,1,0:3:21,0:3:31,"peel_cucumber_prep
"
17.1,17,1,0:3:31,0:3:43,"peel_cucumber_core
"
17.1,17,1,0:3:43,0:3:57,"peel_cucumber_post
"
17.1,17,1,0:4:2,0:4:5,"cut_cucumber_prep
"
17.1,17,1,0:4:5,0:4:36,"cut_cucumber_core
"
17.1,17,1,0:4:36,0:4:37,"cut_cucumber_post
"
17.1,17,1,0:4:38,0:4:39,"place_cucumber_into_bowl_prep
"
17.1,17,1,0:4:39,0:4:42,"place_cucumber_into_bowl_core
"
17.1,17,1,0:4:42,0:4:45,"place_cucumber_into_bowl_post
"
17.1,17,1,0:4:44,0:4:54,"cut_tomato_prep
"
17.1,17,1,0:4:54,0:5:14,"cut_tomato_core
"
17.1,17,1,0:5:14,0:5:15,"cut_tomato_post
"
17.1,17,1,0:5:15,0:5:17,"place_tomato_into_bowl_prep
"
17.1,17,1,0:5:17,0:5:22,"cut_tomato_core
"
17.1,17,1,0:5:22,0:5:23,"place_tomato_into_bowl_post
"
17.1,17,1,0:5:24,0:5:24,"mix_ingredients_prep
"
17.1,17,1,0:5:24,0:5:31,"mix_ingredients_core
"
17.1,17,1,0:5:31,0:5:31,"mix_ingredients_post
"
17.1,17,1,0:5:32,0:5:33,"add_dressing_prep
"
17.1,17,1,0:5:32,0:5:44,"serve_salad
"
17.1,17,1,0:5:33,0:5:35,"add_dressing_core
"
17.1,17,1,0:5:35,0:5:44,"add_dressing_post
"
17.1,17,1,0:5:45,0:5:58,"cut_and_mix_ingredients
"
17.1,17,1,0:5:45,0:5:46,"mix_ingredients_prep
"
17.1,17,1,0:5:46,0:5:57,"mix_ingredients_core
"
17.1,17,1,0:5:57,0:5:58,"mix_ingredients_post
"
17.1,17,1,0:5:59,0:6:3,"serve_salad_onto_plate_prep
"
17.1,17,1,0:5:59,0:6:20,"serve_salad
"
17.1,17,1,0:6:3,0:6:9,"serve_salad_onto_plate_core
"
17.1,17,1,0:6:9,0:6:20,"serve_salad_onto_plate_post
"
13.1,13,1,0:0:23,0:0:30,"add_oil_prep
"
13.1,13,1,0:0:23,0:1:22,"prepare_dressing
"
13.1,13,1,0:0:30,0:0:37,"add_oil_core
"
13.1,13,1,0:0:37,0:0:43,"add_oil_post
"
13.1,13,1,0:0:44,0:0:47,"add_vinegar_prep
"
13.1,13,1,0:0:47,0:0:50,"add_vinegar_core
"
13.1,13,1,0:0:50,0:0:58,"add_vinegar_post
"
13.1,13,1,0:0:59,0:1:1,"add_salt_prep
"
13.1,13,1,0:1:1,0:1:2,"add_salt_core
"
13.1,13,1,0:1:2,0:1:4,"add_salt_post
"
13.1,13,1,0:1:5,0:1:6,"add_pepper_prep
"
13.1,13,1,0:1:6,0:1:9,"add_pepper_core
"
13.1,13,1,0:1:9,0:1:12,"add_pepper_post
"
13.1,13,1,0:1:13,0:1:21,"mix_dressing_core
"
13.1,13,1,0:1:21,0:1:22,"mix_dressing_post
"
13.1,13,1,0:1:23,0:1:38,"cut_lettuce_prep
"
13.1,13,1,0:1:23,0:6:34,"cut_and_mix_ingredients
"
13.1,13,1,0:1:38,0:2:2,"cut_lettuce_core
"
13.1,13,1,0:2:2,0:2:10,"cut_lettuce_post
"
13.1,13,1,0:2:10,0:2:14,"place_lettuce_into_bowl_prep
"
13.1,13,1,0:2:14,0:2:21,"place_lettuce_into_bowl_core
"
13.1,13,1,0:2:19,0:2:27,"cut_tomato_prep
"
13.1,13,1,0:2:21,0:2:22,"place_lettuce_into_bowl_post
"
13.1,13,1,0:2:27,0:3:0,"cut_tomato_core
"
13.1,13,1,0:3:0,0:3:3,"cut_tomato_post
"
13.1,13,1,0:3:3,0:3:4,"place_tomato_into_bowl_prep
"
13.1,13,1,0:3:4,0:3:6,"place_tomato_into_bowl_core
"
13.1,13,1,0:3:6,0:3:8,"place_tomato_into_bowl_post
"
13.1,13,1,0:3:8,0:3:37,"peel_cucumber_prep
"
13.1,13,1,0:3:37,0:4:2,"peel_cucumber_core
"
13.1,13,1,0:4:2,0:4:2,"peel_cucumber_post
"
13.1,13,1,0:4:3,0:4:8,"cut_cucumber_prep
"
13.1,13,1,0:4:8,0:4:35,"cut_cucumber_core
"
13.1,13,1,0:4:35,0:4:36,"cut_cucumber_post
"
13.1,13,1,0:4:37,0:4:40,"peel_cucumber_prep
"
13.1,13,1,0:4:40,0:4:53,"peel_cucumber_core
"
13.1,13,1,0:4:53,0:4:53,"peel_cucumber_post
"
13.1,13,1,0:4:54,0:4:59,"cut_cucumber_prep
"
13.1,13,1,0:4:59,0:5:13,"cut_cucumber_core
"
13.1,13,1,0:5:13,0:5:15,"cut_cucumber_post
"
13.1,13,1,0:5:16,0:5:25,"place_cucumber_into_bowl_prep
"
13.1,13,1,0:5:25,0:5:27,"place_cucumber_into_bowl_core
"
13.1,13,1,0:5:27,0:5:28,"place_cucumber_into_bowl_post
"
13.1,13,1,0:5:29,0:5:37,"cut_cheese_prep
"
13.1,13,1,0:5:37,0:6:4,"cut_cheese_core
"
13.1,13,1,0:6:4,0:6:11,"cut_cheese_post
"
13.1,13,1,0:6:11,0:6:13,"place_cheese_into_bowl_prep
"
13.1,13,1,0:6:13,0:6:16,"place_cheese_into_bowl_core
"
13.1,13,1,0:6:16,0:6:19,"place_cheese_into_bowl_post
"
13.1,13,1,0:6:20,0:6:21,"mix_ingredients_prep
"
13.1,13,1,0:6:21,0:6:32,"mix_ingredients_core
"
13.1,13,1,0:6:32,0:6:34,"mix_ingredients_post
"
13.1,13,1,0:6:34,0:6:43,"add_dressing_prep
"
13.1,13,1,0:6:34,0:7:28,"serve_salad
"
13.1,13,1,0:6:43,0:6:48,"add_dressing_core
"
13.1,13,1,0:6:48,0:7:3,"add_dressing_post
"
13.1,13,1,0:7:7,0:7:15,"serve_salad_onto_plate_prep
"
13.1,13,1,0:7:15,0:7:25,"serve_salad_onto_plate_core
"
13.1,13,1,0:7:25,0:7:28,"serve_salad_onto_plate_post
"
24.1,24,1,0:0:23,0:0:39,"peel_cucumber_prep
"
24.1,24,1,0:0:23,0:3:43,"cut_and_mix_ingredients
"
24.1,24,1,0:0:39,0:1:2,"peel_cucumber_core
"
24.1,24,1,0:1:2,0:1:5,"peel_cucumber_post
"
24.1,24,1,0:1:6,0:1:9,"cut_cucumber_prep
"
24.1,24,1,0:1:9,0:1:34,"cut_cucumber_core
"
24.1,24,1,0:1:34,0:1:38,"cut_cucumber_post
"
24.1,24,1,0:1:38,0:1:50,"cut_lettuce_prep
"
24.1,24,1,0:1:50,0:2:2,"cut_lettuce_core
"
24.1,24,1,0:2:2,0:2:5,"cut_lettuce_post
"
24.1,24,1,0:2:5,0:2:10,"place_lettuce_into_bowl_prep
"
24.1,24,1,0:2:10,0:2:12,"place_lettuce_into_bowl_core
"
24.1,24,1,0:2:12,0:2:12,"cut_lettuce_post
"
24.1,24,1,0:2:12,0:2:15,"place_cucumber_into_bowl_prep
"
24.1,24,1,0:2:15,0:2:19,"place_cucumber_into_bowl_core
"
24.1,24,1,0:2:19,0:2:22,"place_cucumber_into_bowl_post
"
24.1,24,1,0:2:22,0:2:28,"cut_tomato_prep
"
24.1,24,1,0:2:28,0:2:50,"cut_tomato_core
"
24.1,24,1,0:2:50,0:2:50,"cut_tomato_post
"
24.1,24,1,0:2:50,0:2:52,"place_tomato_into_bowl_prep
"
24.1,24,1,0:2:52,0:2:59,"place_tomato_into_bowl_core
"
24.1,24,1,0:2:59,0:3:7,"cut_cheese_prep
"
24.1,24,1,0:3:7,0:3:28,"cut_cheese_core
"
24.1,24,1,0:3:28,0:3:30,"cut_cheese_post
"
24.1,24,1,0:3:30,0:3:31,"place_cheese_into_bowl_prep
"
24.1,24,1,0:3:31,0:3:35,"place_cheese_into_bowl_core
"
24.1,24,1,0:3:36,0:3:37,"mix_ingredients_prep
"
24.1,24,1,0:3:37,0:3:43,"mix_ingredients_core
"
24.1,24,1,0:3:43,0:3:43,"mix_ingredients_post
"
24.1,24,1,0:3:46,0:3:57,"add_vinegar_prep
"
24.1,24,1,0:3:46,0:5:6,"prepare_dressing
"
24.1,24,1,0:3:57,0:4:3,"add_vinegar_core
"
24.1,24,1,0:4:3,0:4:9,"add_vinegar_post
"
24.1,24,1,0:4:11,0:4:27,"add_oil_prep
"
24.1,24,1,0:4:27,0:4:37,"add_oil_core
"
24.1,24,1,0:4:37,0:4:45,"add_oil_post
"
24.1,24,1,0:4:45,0:4:49,"add_pepper_prep
"
24.1,24,1,0:4:49,0:4:51,"add_pepper_core
"
24.1,24,1,0:4:51,0:4:53,"add_pepper_post
"
24.1,24,1,0:4:53,0:4:55,"add_salt_prep
"
24.1,24,1,0:4:55,0:4:58,"add_salt_core
"
24.1,24,1,0:4:58,0:4:59,"add_salt_post
"
24.1,24,1,0:5:0,0:5:0,"mix_dressing_prep
"
24.1,24,1,0:5:0,0:5:6,"mix_dressing_core
"
24.1,24,1,0:5:6,0:5:8,"add_dressing_prep
"
24.1,24,1,0:5:6,0:5:13,"serve_salad
"
24.1,24,1,0:5:8,0:5:11,"add_dressing_core
"
24.1,24,1,0:5:11,0:5:13,"add_dressing_post
"
24.1,24,1,0:5:13,0:5:13,"mix_ingredients_prep
"
24.1,24,1,0:5:13,0:5:18,"cut_and_mix_ingredients
"
24.1,24,1,0:5:13,0:5:18,"mix_ingredients_core
"
24.1,24,1,0:5:18,0:5:26,"serve_salad_onto_plate_prep
"
24.1,24,1,0:5:18,0:6:2,"serve_salad
"
24.1,24,1,0:5:26,0:6:0,"serve_salad_onto_plate_core
"
24.1,24,1,0:6:0,0:6:2,"serve_salad_onto_plate_post
"
9.2,09,2,0:14:10,0:15:15,"prepare_dressing
"
9.2,09,2,0:14:12,0:14:18,"add_oil_prep
"
9.2,09,2,0:14:18,0:14:21,"add_oil_core
"
9.2,09,2,0:14:21,0:14:24,"add_oil_post
"
9.2,09,2,0:14:25,0:14:32,"add_vinegar_prep
"
9.2,09,2,0:14:32,0:14:36,"add_vinegar_core
"
9.2,09,2,0:14:36,0:14:39,"add_vinegar_post
"
9.2,09,2,0:14:40,0:14:41,"add_pepper_prep
"
9.2,09,2,0:14:41,0:14:49,"add_pepper_core
"
9.2,09,2,0:14:49,0:14:51,"add_pepper_post
"
9.2,09,2,0:14:52,0:14:54,"add_salt_prep
"
9.2,09,2,0:14:54,0:14:57,"add_salt_core
"
9.2,09,2,0:14:57,0:15:0,"add_salt_post
"
9.2,09,2,0:15:4,0:15:5,"mix_dressing_prep
"
9.2,09,2,0:15:5,0:15:14,"mix_dressing_core
"
9.2,09,2,0:15:14,0:15:15,"mix_dressing_post
"
9.2,09,2,0:15:16,0:20:46,"cut_and_mix_ingredients
"
9.2,09,2,0:15:18,0:15:23,"cut_lettuce_prep
"
9.2,09,2,0:15:23,0:15:59,"cut_lettuce_core
"
9.2,09,2,0:15:59,0:16:1,"place_lettuce_into_bowl_prep
"
9.2,09,2,0:16:1,0:16:14,"place_lettuce_into_bowl_core
"
9.2,09,2,0:16:14,0:16:16,"place_lettuce_into_bowl_post
"
9.2,09,2,0:16:17,0:16:24,"cut_tomato_prep
"
9.2,09,2,0:16:24,0:17:21,"cut_tomato_core
"
9.2,09,2,0:17:21,0:17:23,"place_tomato_into_bowl_prep
"
9.2,09,2,0:17:23,0:17:29,"place_tomato_into_bowl_core
"
9.2,09,2,0:17:29,0:17:31,"place_tomato_into_bowl_post
"
9.2,09,2,0:17:37,0:17:49,"cut_cheese_prep
"
9.2,09,2,0:17:49,0:18:14,"cut_cheese_core
"
9.2,09,2,0:18:14,0:18:15,"cut_cheese_post
"
9.2,09,2,0:18:15,0:18:16,"place_cheese_into_bowl_prep
"
9.2,09,2,0:18:16,0:18:27,"place_cheese_into_bowl_core
"
9.2,09,2,0:18:27,0:18:29,"place_cheese_into_bowl_post
"
9.2,09,2,0:18:32,0:18:36,"peel_cucumber_prep
"
9.2,09,2,0:18:36,0:18:48,"peel_cucumber_core
"
9.2,09,2,0:18:48,0:19:0,"peel_cucumber_post
"
9.2,09,2,0:19:19,0:19:24,"cut_cucumber_prep
"
9.2,09,2,0:19:24,0:20:14,"cut_cucumber_core
"
9.2,09,2,0:20:14,0:20:22,"cut_cucumber_post
"
9.2,09,2,0:20:22,0:20:23,"place_cucumber_into_bowl_prep
"
9.2,09,2,0:20:23,0:20:26,"place_cucumber_into_bowl_core
"
9.2,09,2,0:20:26,0:20:28,"place_cucumber_into_bowl_post
"
9.2,09,2,0:20:32,0:20:45,"mix_ingredients_core
"
9.2,09,2,0:20:45,0:20:46,"mix_ingredients_post
"
9.2,09,2,0:20:47,0:20:50,"add_dressing_prep
"
9.2,09,2,0:20:47,0:20:59,"serve_salad
"
9.2,09,2,0:20:50,0:20:58,"add_dressing_core
"
9.2,09,2,0:20:58,0:20:59,"add_dressing_post
"
9.2,09,2,0:21:0,0:21:8,"cut_and_mix_ingredients
"
9.2,09,2,0:21:0,0:21:8,"mix_ingredients_core
"
9.2,09,2,0:21:8,0:21:10,"serve_salad_onto_plate_prep
"
9.2,09,2,0:21:8,0:21:26,"serve_salad
"
9.2,09,2,0:21:10,0:21:23,"serve_salad_onto_plate_core
"
9.2,09,2,0:21:23,0:21:26,"serve_salad_onto_plate_post
"
4.2,04,2,0:0:21,0:0:33,"peel_cucumber_prep
"
4.2,04,2,0:0:21,0:4:37,"cut_and_mix_ingredients
"
4.2,04,2,0:0:33,0:1:2,"peel_cucumber_core
"
4.2,04,2,0:1:2,0:1:2,"peel_cucumber_post
"
4.2,04,2,0:1:2,0:1:5,"cut_cucumber_prep
"
4.2,04,2,0:1:5,0:1:36,"cut_cucumber_core
"
4.2,04,2,0:1:36,0:1:41,"cut_cucumber_post
"
4.2,04,2,0:1:43,0:1:43,"place_cucumber_into_bowl_prep
"
4.2,04,2,0:1:43,0:1:51,"place_cucumber_into_bowl_core
"
4.2,04,2,0:2:1,0:2:4,"cut_tomato_prep
"
4.2,04,2,0:2:4,0:2:18,"cut_tomato_core
"
4.2,04,2,0:2:18,0:2:18,"cut_tomato_post
"
4.2,04,2,0:2:19,0:2:21,"place_tomato_into_bowl_prep
"
4.2,04,2,0:2:21,0:2:28,"place_tomato_into_bowl_core
"
4.2,04,2,0:2:28,0:2:29,"place_tomato_into_bowl_post
"
4.2,04,2,0:2:29,0:2:36,"cut_lettuce_prep
"
4.2,04,2,0:2:36,0:2:50,"cut_lettuce_core
"
4.2,04,2,0:2:50,0:2:50,"cut_lettuce_post
"
4.2,04,2,0:2:51,0:2:52,"place_lettuce_into_bowl_prep
"
4.2,04,2,0:2:52,0:2:56,"place_lettuce_into_bowl_core
"
4.2,04,2,0:2:56,0:2:59,"place_lettuce_into_bowl_prep
"
4.2,04,2,0:2:59,0:3:2,"place_lettuce_into_bowl_core
"
4.2,04,2,0:3:3,0:3:7,"place_lettuce_into_bowl_prep
"
4.2,04,2,0:3:7,0:3:10,"place_lettuce_into_bowl_core
"
4.2,04,2,0:3:12,0:3:26,"cut_cheese_prep
"
4.2,04,2,0:3:26,0:3:50,"cut_cheese_core
"
4.2,04,2,0:3:50,0:3:51,"cut_cheese_post
"
4.2,04,2,0:3:51,0:3:55,"place_cheese_into_bowl_prep
"
4.2,04,2,0:3:55,0:4:3,"place_cheese_into_bowl_core
"
4.2,04,2,0:4:5,0:4:5,"mix_ingredients_prep
"
4.2,04,2,0:4:5,0:4:14,"mix_ingredients_core
"
4.2,04,2,0:4:14,0:4:22,"cut_tomato_prep
"
4.2,04,2,0:4:22,0:4:24,"cut_tomato_core
"
4.2,04,2,0:4:24,0:4:24,"cut_tomato_post
"
4.2,04,2,0:4:24,0:4:25,"place_tomato_into_bowl_prep
"
4.2,04,2,0:4:25,0:4:26,"place_tomato_into_bowl_core
"
4.2,04,2,0:4:26,0:4:27,"mix_ingredients_prep
"
4.2,04,2,0:4:27,0:4:36,"mix_ingredients_core
"
4.2,04,2,0:4:36,0:4:37,"mix_ingredients_post
"
4.2,04,2,0:4:37,0:5:53,"prepare_dressing
"
4.2,04,2,0:4:42,0:5:2,"add_oil_prep
"
4.2,04,2,0:5:2,0:5:5,"add_oil_core
"
4.2,04,2,0:5:5,0:5:20,"add_oil_post
"
4.2,04,2,0:5:20,0:5:25,"add_vinegar_prep
"
4.2,04,2,0:5:25,0:5:29,"add_vinegar_core
"
4.2,04,2,0:5:29,0:5:31,"add_vinegar_post
"
4.2,04,2,0:5:32,0:5:32,"mix_dressing_prep
"
4.2,04,2,0:5:32,0:5:39,"mix_dressing_core
"
4.2,04,2,0:5:38,0:5:41,"add_pepper_prep
"
4.2,04,2,0:5:39,0:5:39,"mix_dressing_post
"
4.2,04,2,0:5:41,0:5:43,"add_pepper_core
"
4.2,04,2,0:5:43,0:5:44,"add_pepper_post
"
4.2,04,2,0:5:45,0:5:53,"mix_dressing_core
"
4.2,04,2,0:5:53,0:5:53,"mix_dressing_post
"
4.2,04,2,0:5:54,0:5:58,"serve_salad_onto_plate_prep
"
4.2,04,2,0:5:54,0:6:43,"serve_salad
"
4.2,04,2,0:5:58,0:6:21,"serve_salad_onto_plate_core
"
4.2,04,2,0:6:21,0:6:27,"serve_salad_onto_plate_post
"
